"PK","MATRICULA","FECHA_RADICA_TEXTO","FECHA_APERTURA_TEXTO","YEAR_RADICA","ORIP","DIVIPOLA","DEPARTAMENTO","MUNICIPIO","TIPO_PREDIO_ZONA","CATEGORIA_RURALIDAD","NUM_ANOTACION","ESTADO_FOLIO","FOLIOS_DERIVADOS","Dinámica_Inmobiliaria","COD_NATUJUR","NOMBRE_NATUJUR","NUMERO_CATASTRAL","NUMERO_CATASTRAL_ANTIGUO","DOCUMENTO_JUSTIFICATIVO","COUNT_A","COUNT_DE","PREDIOS_NUEVOS","TIENE_VALOR","TIENE_MAS_DE_UN_VALOR","VALOR"
"52838-254-000680-00011-00131-2017","254-680","2017-03-13 00:00:00","1977-03-14 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","11",,,"1","131","DECLARACIÓN JUDICIAL DE PERTENENCIA",,,"04-OFICIO 209 DE 03-03-2017; JUZ","1","2","0","0","0",
"52838-254-000680-00012-00903-2017","254-680","2017-03-13 00:00:00","1977-03-14 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","12",,,"0","903","ACTUALIZACIÓN DE LINDEROS",,,"04-OFICIO 209 DE 03-03-2017; JUZ","0","1","0","0","0",
"52838-254-000686-00010-00126-2019","254-686","2019-08-27 00:00:00","1977-03-14 00:00:00","2019","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","10",,,"1","126","COMPRAVENTA PARCIAL",,,"01-ESCRITURA 350 DE 14-05-2019;","1","2","0","0","0",
"52838-254-000686-00011-00913-2019","254-686","2019-08-27 00:00:00","1977-03-14 00:00:00","2019","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","11",,,"1","913","ENGLOBE - DECLARACIÓN PARTE RESTANTE",,,"01-ESCRITURA 350 DE 14-05-2019;","0","2","0","0","0",
"52838-254-000725-00003-00607-2020","254-725","2020-08-21 00:00:00","1977-03-17 00:00:00","2020","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","3",,,"1","607","COMPRAVENTA DERECHOS Y ACCIONES",,,"01-ESCRITURA 390 DE 19-08-2020;","1","1","0","0","0",
"52838-254-000741-00016-00304-2023","254-741","2023-05-18 00:00:00","1977-03-28 00:00:00","2023","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","16",,,"0","304","AFECTACIÓN A VIVIENDA FAMILIAR",,,"01-ESCRITURA 404 DE 17-05-2023; NOTARIA SEGUNDA DE TUQUERRES","2","2","0","0","0",
"52838-254-000743-00017-00429-2015","254-743","2015-08-27 00:00:00","1977-03-23 00:00:00","2015","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","17",,,"0","429","EMBARGO EJECUTIVO CON ACCIÓN REAL",,,"04-OFICIO 500 DE 26-06-2015; JUZ","1","1","0","0","0",
"52838-254-000743-00018-00842-2018","254-743","2018-11-09 00:00:00","1977-03-23 00:00:00","2018","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","18",,,"0","842","CANCELACIÓN PROVIDENCIA ADMINISTRATIVA",,,"04-OFICIO 194 DE 29-08-2018; JUZ","1","1","0","0","0",
"52838-254-000743-00019-00425-2021","254-743","2021-10-07 00:00:00","1977-03-23 00:00:00","2021","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","19",,,"0","425","EMBARGO DE LA SUCESIÓN",,,"04-OFICIO 0449 DE 06-10-2021; JUZGADO 001 PROMISCUO DE FAMILIA DE CIRCUITO DE TUQUERRES DE TUQUERRES","1","1","0","0","0",
"52838-254-000743-00020-00406-2022","254-743","2022-03-01 00:00:00","1977-03-23 00:00:00","2022","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","20",,,"0","406","DEMANDA EN ACCIÓN DE SIMULACION",,,"04-OFICIO 283 DE 21-02-2022; JUZGADO 002  CIVIL  MUNICIPAL DE TUQUERRES DE TUQUERRES","6","1","0","0","0",
"52838-254-000743-00021-00856-2023","254-743","2023-01-23 00:00:00","1977-03-23 00:00:00","2023","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","21",,,"0","856","CANCELACIÓN POR ORDEN JUDICIAL",,,"04-OFICIO 107 DE 26-10-2022; JUZGADO 002  CIVIL  MUNICIPAL DE TUQUERRES DE TUQUERRES","2","2","0","0","0",
"52838-254-000743-00022-00841-2023","254-743","2023-01-23 00:00:00","1977-03-23 00:00:00","2023","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","22",,,"0","841","CANCELACIÓN PROVIDENCIA JUDICIAL",,,"04-OFICIO 107 DE 26-10-2022; JUZGADO 002  CIVIL  MUNICIPAL DE TUQUERRES DE TUQUERRES","2","2","0","0","0",
"52838-254-000743-00023-00841-2023","254-743","2023-01-23 00:00:00","1977-03-23 00:00:00","2023","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","23",,,"0","841","CANCELACIÓN PROVIDENCIA JUDICIAL",,,"04-OFICIO 107 DE 26-10-2022; JUZGADO 002  CIVIL  MUNICIPAL DE TUQUERRES DE TUQUERRES","12","2","0","0","0",
"52838-254-000744-00034-00604-2018","254-744","2018-04-10 00:00:00","1980-10-06 00:00:00","2018","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","34",,,"1","604","COMPRAVENTA DE COSA AJENA",,,"01-ESCRITURA 234 DE 09-04-2018;","1","2","0","0","0",
"52838-254-000744-00035-00605-2021","254-744","2021-09-01 00:00:00","1980-10-06 00:00:00","2021","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","35",,,"1","605","TRANSFERENCIA DE CUERPO CIERTO TENIENDO SOLO DERECHOS DE CUOTA CON ANTECEDENTES REGISTRALES",,,"01-ESCRITURA 684 DE 01-09-2021; NOTARIA PRIMERA DE TUQUERRES","1","1","0","1","0","3,000,000"
"52838-254-000790-00004-00607-2021","254-790","2021-10-07 00:00:00","1977-04-01 00:00:00","2021","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","4",,,"1","607","COMPRAVENTA DERECHOS Y ACCIONES",,,"01-ESCRITURA 946 DE 06-10-2021; NOTARIA SEGUNDA DE TUQUERRES","2","1","0","1","0","3,000,000"
"52838-254-010884-00015-00601-2019","254-10884","2019-08-15 00:00:00","1982-03-12 00:00:00","2019","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","15",,,"0","601","ADJUDICACIÓN SUCESIÓN DERECHOS Y ACCIONES",,,"06-SENTENCIA S.N DE 13-09-2018;","1","1","0","0","0",
"52838-254-000819-00005-00843-2022","254-819","2022-07-19 00:00:00","1977-05-23 00:00:00","2022","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","5",,,"0","843","CANCELACIÓN POR VOLUNTAD DE LAS PARTES",,,"01-ESCRITURA 453 DE 27-05-2022; NOTARIA PRIMERA DE TUQUERRES","1","2","0","0","0",
"52838-254-000819-00006-00901-2022","254-819","2022-07-19 00:00:00","1977-05-23 00:00:00","2022","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","6",,,"0","901","ACLARACIÓN",,,"01-ESCRITURA 643 DE 19-07-2022; NOTARIA PRIMERA DE TUQUERRES","0","2","0","0","0",
"52838-254-000826-00017-00618-2020","254-826","2020-01-09 00:00:00","1977-04-13 00:00:00","2020","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","17",,,"1","618","TRANSFERENCIA DE POSESIÓN CON ANTECEDENTE REGISTRAL",,,"01-ESCRITURA 978 DE 25-11-2019;","5","1","0","0","0",
"52838-254-000826-00018-00608-2020","254-826","2020-02-24 00:00:00","1977-04-13 00:00:00","2020","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","18",,,"1","608","COMPRAVENTA POSESIÓN CON ANTECEDENTE REGISTRAL",,,"01-ESCRITURA 091 DE 21-02-2020;","1","4","0","0","0",
"52838-254-000826-00019-00610-2021","254-826","2021-02-12 00:00:00","1977-04-13 00:00:00","2021","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","19",,,"1","610","DONACIÓN DERECHOS Y ACCIONES",,,"01-ESCRITURA 043 DE 09-02-2021;","1","1","0","0","0",
"52838-254-000853-00022-00843-2018","254-853","2018-12-04 00:00:00","1977-04-16 00:00:00","2018","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","22",,,"0","843","CANCELACIÓN POR VOLUNTAD DE LAS PARTES",,,"01-ESCRITURA 1175 DE 30-11-2018;","3","1","0","0","0",
"52838-254-000853-00023-00125-2018","254-853","2018-12-04 00:00:00","1977-04-16 00:00:00","2018","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","23",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1175 DE 30-11-2018;","1","3","0","0","0",
"52838-254-000853-00024-00125-2021","254-853","2021-12-13 00:00:00","1977-04-16 00:00:00","2021","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","24",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1158 DE 22-11-2021; NOTARIA SEGUNDA DE TUQUERRES","1","1","0","1","0","20,000,000"
"52838-254-000854-00011-00842-2022","254-854","2022-03-24 00:00:00","1977-04-16 00:00:00","2022","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","11",,,"0","842","CANCELACIÓN PROVIDENCIA ADMINISTRATIVA",,,"04-OFICIO 9183 DE 23-02-2022; INSTITUTO NACIONAL DE VIAS- INVIAS DE BOGOTA D. C.","1","1","0","0","0",
"52838-254-000864-00005-00487-2022","254-864","2022-10-11 00:00:00","1977-04-20 00:00:00","2022","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","5",,,"0","487","EMBARGO EN PROCESO DE RESPONSABILIDAD FISCAL",,,"16-RESOLUCION 0471 DE 10-10-2022; GOBERNACION DE NARI/O DE PASTO","1","1","0","0","0",
"52838-254-000867-00020-00491-2020","254-867","2020-10-23 00:00:00","1977-04-22 00:00:00","2020","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","20",,,"0","491","EMBARGO DERECHOS DE CUOTA",,,"04-OFICIO 1183 DE 20-10-2020; JU","3","1","0","0","0",
"52838-254-000867-00021-00841-2022","254-867","2022-10-11 00:00:00","1977-04-22 00:00:00","2022","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","21",,,"0","841","CANCELACIÓN PROVIDENCIA JUDICIAL",,,"04-OFICIO 1589 DE 22-08-2022; JUZGADO 002  CIVIL  MUNICIPAL DE TUQUERRES DE TUQUERRES","3","1","0","0","0",
"52838-254-000886-00009-00843-2018","254-886","2018-03-12 00:00:00","1977-04-22 00:00:00","2018","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","9",,,"0","843","CANCELACIÓN POR VOLUNTAD DE LAS PARTES",,,"01-ESCRITURA 02109 DE 21-12-2017","1","1","0","0","0",
"52838-254-000886-00010-00843-2018","254-886","2018-04-09 00:00:00","1977-04-22 00:00:00","2018","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","10",,,"0","843","CANCELACIÓN POR VOLUNTAD DE LAS PARTES",,,"01-ESCRITURA 02109 DE 21-12-2017","1","1","0","0","0",
"52838-254-000890-00012-00616-2021","254-890","2021-11-12 00:00:00","1977-04-22 00:00:00","2021","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","12",,,"1","616","COMPRAVENTA MEJORAS EN SUELO AJENO CON ANTECEDENTE REGISTRAL",,,"01-ESCRITURA 1122 DE 12-11-2021; NOTARIA SEGUNDA DE TUQUERRES","1","6","0","1","0","3,000,000"
"52838-254-000932-00012-00125-2021","254-932","2021-03-17 00:00:00","1977-04-29 00:00:00","2021","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","12",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 38 DE 03-02-2021; N","2","1","0","0","0",
"52838-254-000932-00013-00219-2022","254-932","2022-04-01 00:00:00","1977-04-29 00:00:00","2022","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","13",,,"1","219","HIPOTECA ABIERTA SIN LIMITE DE CUANTIA",,,"01-ESCRITURA 260 DE 31-03-2022; NOTARIA PRIMERA DE TUQUERRES","1","2","0","0","0",
"52838-254-000941-00006-00608-2023","254-941","2023-11-30 00:00:00","1977-05-03 00:00:00","2023","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","6",,,"1","608","COMPRAVENTA POSESIÓN CON ANTECEDENTE REGISTRAL",,,"01-ESCRITURA 884 DE 22-11-2023; NOTARIA PRIMERA DE TUQUERRES","1","2","0","1","0","3,000,000"
"52838-254-000944-00021-00607-2022","254-944","2022-09-20 00:00:00","1977-05-10 00:00:00","2022","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","21",,,"1","607","COMPRAVENTA DERECHOS Y ACCIONES",,,"01-ESCRITURA 856 DE 19-09-2022; NOTARIA SEGUNDA DE TUQUERRES","0","6","0","1","0","15,000,000"
"52838-254-000951-00003-00607-2015","254-951","2015-08-10 00:00:00","1977-05-04 00:00:00","2015","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","3",,,"1","607","COMPRAVENTA DERECHOS Y ACCIONES",,,"01-ESCRITURA 803 DE 06-08-2015;","1","1","0","0","0",
"52838-254-000951-00004-00607-2016","254-951","2016-12-20 00:00:00","1977-05-04 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","4",,,"1","607","COMPRAVENTA DERECHOS Y ACCIONES",,,"01-ESCRITURA 1755 DE 19-12-2016;","1","1","0","0","0",
"52838-254-000952-00007-00607-2017","254-952","2017-04-25 00:00:00","1977-05-04 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","7",,,"1","607","COMPRAVENTA DERECHOS Y ACCIONES",,,"01-ESCRITURA 256 DE 29-03-2017;","1","3","0","0","0",
"52838-254-000974-00020-00125-2023","254-974","2023-06-23 00:00:00","1977-05-11 00:00:00","2023","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","20",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 290 DE 20-04-2023; NOTARIA PRIMERA DE TUQUERRES","2","2","0","1","0","430,000,000"
"52838-254-000974-00021-00333-2023","254-974","2023-06-23 00:00:00","1977-05-11 00:00:00","2023","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","21",,,"1","333","RESERVA DERECHO DE USUFRUCTO",,,"01-ESCRITURA 290 DE 20-04-2023; NOTARIA PRIMERA DE TUQUERRES","2","2","0","0","0",
"52838-254-000991-00008-00125-2021","254-991","2021-10-08 00:00:00","1977-06-10 00:00:00","2021","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","8",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 828 DE 31-08-2011; NOTARIA PRIMERA DE TUQUERRES","1","1","0","1","0","2,000,000"
"52838-254-001006-00010-00604-2022","254-1006","2022-04-07 00:00:00","1977-05-18 00:00:00","2022","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","10",,,"1","604","COMPRAVENTA DE COSA AJENA",,,"01-ESCRITURA 280 DE 06-04-2022; NOTARIA PRIMERA DE TUQUERRES","1","1","0","1","0","20,000,000"
"52838-254-001015-00005-00197-2023","254-1015","2023-09-13 00:00:00","1977-05-20 00:00:00","2023","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","5",,,"1","197","ADJUDICACIÓN EN SUCESIÓN Y LIQUIDACIÓN DE LA SOCIEDAD CONYUGAL Y/O SOCIEDAD PATRIMONIAL DE HECHO",,,"01-ESCRITURA 718 DE 08-08-2023; NOTARIA SEGUNDA DE TUQUERRES","5","2","0","1","0","20,000,000"
"52838-254-001025-00005-00125-2023","254-1025","2023-05-23 00:00:00","1977-04-25 00:00:00","2023","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","5",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 359 DE 16-05-2023; NOTARIA PRIMERA DE TUQUERRES","4","4","0","1","0","4,000,000"
"52838-254-001034-00013-00473-2018","254-1034","2018-03-09 00:00:00","1977-06-01 00:00:00","2018","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","13",,,"0","473","DEMANDA EN PROCESO LIQUIDATORIO",,,"04-OFICIO 0140 DE 09-02-2018; JU","2","1","0","0","0",
"52838-254-001041-00014-00610-2015","254-1041","2015-12-04 00:00:00","1977-05-25 00:00:00","2015","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","14",,,"1","610","DONACIÓN DERECHOS Y ACCIONES",,,"01-ESCRITURA 1199 DE 03-12-2015;","2","3","0","0","0",
"52838-254-001041-00015-00109-2016","254-1041","2016-05-31 00:00:00","1977-05-25 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","15",,,"1","109","ADJUDICACIÓN EN SUCESION",,,"01-ESCRITURA 1052 DE 27-05-2016;","2","1","0","0","0",
"52838-254-001041-00016-00843-2017","254-1041","2017-02-02 00:00:00","1977-05-25 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","16",,,"0","843","CANCELACIÓN POR VOLUNTAD DE LAS PARTES",,,"01-ESCRITURA 60 DE 02-02-2017; N","2","1","0","0","0",
"52838-254-001041-00017-00843-2017","254-1041","2017-02-22 00:00:00","1977-05-25 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","17",,,"0","843","CANCELACIÓN POR VOLUNTAD DE LAS PARTES",,,"01-ESCRITURA 041 DE 11-01-2017;","2","1","0","0","0",
"52838-254-001071-00011-00109-2023","254-1071","2023-06-29 00:00:00","1977-05-26 00:00:00","2023","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","11",,,"1","109","ADJUDICACIÓN EN SUCESION",,,"01-ESCRITURA 1185 DE 29-11-2022; NOTARIA SEGUNDA DE TUQUERRES","2","2","0","1","0","5,500,000"
"52838-254-001071-00012-00901-2023","254-1071","2023-06-29 00:00:00","1977-05-26 00:00:00","2023","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","12",,,"0","901","ACLARACIÓN",,,"01-ESCRITURA 427 DE 25-05-2023; NOTARIA SEGUNDA DE TUQUERRES","0","2","0","0","0",
"52838-254-001128-00014-00604-2022","254-1128","2022-11-10 00:00:00","1977-06-03 00:00:00","2022","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","14",,,"1","604","COMPRAVENTA DE COSA AJENA",,,"01-ESCRITURA 1054 DE 08-11-2022; NOTARIA SEGUNDA DE TUQUERRES","1","1","0","0","0",
"52838-254-001137-00004-00307-2015","254-1137","2015-09-10 00:00:00","1977-06-07 00:00:00","2015","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","4",,,"1","307","COMPRAVENTA DERECHOS DE CUOTA",,,"01-ESCRITURA 917 DE 08-09-2015;","1","1","0","0","0",
"52838-254-001137-00005-00125-2016","254-1137","2016-11-29 00:00:00","1977-06-07 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","5",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1694 DE 28-11-2016;","1","2","0","0","0",
"52838-254-001161-00010-00843-2018","254-1161","2018-12-19 00:00:00","1977-06-10 00:00:00","2018","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","10",,,"0","843","CANCELACIÓN POR VOLUNTAD DE LAS PARTES",,,"01-ESCRITURA 1053 DE 14-12-2018;","1","1","0","0","0",
"52838-254-001177-00002-00604-2021","254-1177","2021-09-22 00:00:00","1977-06-16 00:00:00","2021","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","604","COMPRAVENTA DE COSA AJENA",,,"01-ESCRITURA 781 DE 20-09-2021; NOTARIA PRIMERA DE TUQUERRES","1","1","0","1","0","2,000,000"
"52838-254-001178-00004-00604-2023","254-1178","2023-08-25 00:00:00","1977-06-16 00:00:00","2023","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","4",,,"1","604","COMPRAVENTA DE COSA AJENA",,,"01-ESCRITURA 661 DE 24-08-2023; NOTARIA PRIMERA DE TUQUERRES","1","1","0","1","0","1,000,000"
"52838-254-001181-00007-00841-2022","254-1181","2022-04-07 00:00:00","1977-06-16 00:00:00","2022","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","7",,,"0","841","CANCELACIÓN PROVIDENCIA JUDICIAL",,,"04-OFICIO 0245 DE 06-04-2022; JUZGADO 001 PROMISCUO DE FAMILIA DE CIRCUITO DE TUQUERRES DE TUQUERRES","1","1","0","0","0",
"52838-254-001181-00008-00601-2023","254-1181","2023-02-15 00:00:00","1977-06-16 00:00:00","2023","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","8",,,"0","601","ADJUDICACIÓN SUCESIÓN DERECHOS Y ACCIONES",,,"01-ESCRITURA 1295 DE 23-12-2021; NOTARIA PRIMERA DE TUQUERRES","8","2","0","1","0","11,301,000"
"52838-254-001181-00009-00901-2023","254-1181","2023-02-15 00:00:00","1977-06-16 00:00:00","2023","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","9",,,"0","901","ACLARACIÓN",,,"06-SENTENCIA S.N DE 26-01-2023; JUZGADO 001 PROMISCUO DE FAMILIA DE CIRCUITO DE TUQUERRES DE TUQUERRES","8","2","0","0","0",
"52838-254-001187-00005-00491-2023","254-1187","2023-10-26 00:00:00","1977-06-16 00:00:00","2023","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","5",,,"0","491","EMBARGO DERECHOS DE CUOTA",,,"04-OFICIO 0078 DE 23-10-2023; JUZGADO PROMISCUO MUNICIAL DE NARI\O DE NARIQO","1","1","0","0","0",
"52838-254-001225-00006-00843-2019","254-1225","2019-12-27 00:00:00","1977-07-04 00:00:00","2019","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","6",,,"0","843","CANCELACIÓN POR VOLUNTAD DE LAS PARTES",,,"01-ESCRITURA 864 DE 01-11-2019;","8","1","0","0","0",
"52838-254-001225-00007-00607-2019","254-1225","2019-12-27 00:00:00","1977-07-04 00:00:00","2019","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","7",,,"1","607","COMPRAVENTA DERECHOS Y ACCIONES",,,"01-ESCRITURA 864 DE 01-11-2019;","3","5","0","0","0",
"52838-254-001225-00008-00901-2019","254-1225","2019-12-27 00:00:00","1977-07-04 00:00:00","2019","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","8",,,"0","901","ACLARACIÓN",,,"01-ESCRITURA 987 DE 19-12-2019;","3","5","0","0","0",
"52838-254-001265-00016-00843-2022","254-1265","2022-12-12 00:00:00","1977-07-01 00:00:00","2022","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","16",,,"0","843","CANCELACIÓN POR VOLUNTAD DE LAS PARTES",,,"01-ESCRITURA 3214 DE 10-11-2022; NOTARIA DIECIOCHO DE BOGOTA D. C.","1","1","0","1","0","5,000,000"
"52838-254-001298-00004-00307-2021","254-1298","2021-07-02 00:00:00","1977-07-07 00:00:00","2021","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","4",,,"1","307","COMPRAVENTA DERECHOS DE CUOTA",,,"01-ESCRITURA 450 DE 30-06-2021; NOTARIA PRIMERA DE TUQUERRES","1","1","0","1","0","2,500,000"
"52838-254-001308-00004-00307-2023","254-1308","2023-12-12 00:00:00","1977-07-07 00:00:00","2023","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","4",,,"1","307","COMPRAVENTA DERECHOS DE CUOTA",,,"01-ESCRITURA 1150 DE 11-12-2023; NOTARIA SEGUNDA DE TUQUERRES","1","1","0","1","0","3,000,000"
"52838-254-001316-00011-00109-2019","254-1316","2019-01-22 00:00:00","1977-07-12 00:00:00","2019","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","11",,,"1","109","ADJUDICACIÓN EN SUCESION",,,"01-ESCRITURA 842 DE 27-08-2018;","4","2","0","0","0",
"52838-254-001316-00012-00608-2022","254-1316","2022-04-28 00:00:00","1977-07-12 00:00:00","2022","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","12",,,"1","608","COMPRAVENTA POSESIÓN CON ANTECEDENTE REGISTRAL",,,"01-ESCRITURA 342 DE 28-04-2022; NOTARIA PRIMERA DE TUQUERRES","1","4","0","1","0","43,000,000"
"52838-254-001319-00008-00125-2016","254-1319","2016-11-22 00:00:00","1977-07-08 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","8",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 418 DE 11-11-2016;","1","1","0","0","0",
"52838-254-001319-00009-00125-2017","254-1319","2017-07-11 00:00:00","1977-07-08 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","9",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 583 DE 10-07-2017;","1","1","0","0","0",
"52838-254-001334-00004-00843-2021","254-1334","2021-07-07 00:00:00","1977-07-12 00:00:00","2021","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","4",,,"0","843","CANCELACIÓN POR VOLUNTAD DE LAS PARTES",,,"01-ESCRITURA 355 DE 17-05-2019; NOTARIA SEGUNDA DE TUQUERRES","1","1","0","0","0",
"52838-254-001374-00003-00607-2018","254-1374","2018-09-20 00:00:00","1989-07-21 00:00:00","2018","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","3",,,"1","607","COMPRAVENTA DERECHOS Y ACCIONES",,,"01-ESCRITURA 811 DE 18-09-2018;","1","2","0","0","0",
"52838-254-001384-00005-00843-2016","254-1384","2016-09-20 00:00:00","1977-07-21 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","5",,,"0","843","CANCELACIÓN POR VOLUNTAD DE LAS PARTES",,,"01-ESCRITURA 729 DE 20-09-2016;","0","2","0","0","0",
"52838-254-001384-00006-00618-2016","254-1384","2016-12-22 00:00:00","1977-07-21 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","6",,,"1","618","TRANSFERENCIA DE POSESIÓN CON ANTECEDENTE REGISTRAL",,,"01-ESCRITURA 970 DE 01-12-2016;","1","1","0","0","0",
"52838-254-001384-00007-00901-2016","254-1384","2016-12-22 00:00:00","1977-07-21 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","7",,,"0","901","ACLARACIÓN",,,"01-ESCRITURA 1035 DE 22-12-2016;","0","1","0","0","0",
